time stamp, twistx, twisty, twistz, omega_l, omega_r, omega_m, omega_l, omega_r, omega_m, roll, pitch, yaw, accl_x, accl_y, accl_z
0.0100939, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.0200846, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.0300984, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.0401175, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.0501089, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.060127, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.070118, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.0801196, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.0900846, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.100138, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.110141, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.120128, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.130103, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.140113, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.150107, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.160129, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.170103, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.180084, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.190113, -0,-0,0, 0,0.314159,0,0,0.314159,0, 0,0,0,0,0,0
0.200084, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.210188, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.220115, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.230098, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.240123, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.250088, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.260087, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.270078, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.280086, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.290081, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.30008, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.310115, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.320071, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
0.330109, -0,-0,0, 0,0,0,0,0,0, 0,0,0,0,0,0
